Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
CCCLW,"China Ceramics Co., Ltd.",0.0801,222197.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccclw
JRJC,China Finance Online Co. Limited,1.68,37274160,n/a,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/jrjc
CHOP,China Gerui Advanced Materials Group Limited,2.5,148585000,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/chop
CGEI,China Growth Equity Investment Ltd.,9.7,60625000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cgei
CGEIU,China Growth Equity Investment Ltd.,10.07,50350000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cgeiu
CGEIW,China Growth Equity Investment Ltd.,0.51,4573170,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cgeiw
HGSH,"China HGS Real Estate, Inc.",0.766,34508300,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hgsh
CHLN,"China Housing & Land Development, Inc.",1.75,61421500,n/a,1984,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/chln
CNIT,"China Information Technology, Inc.",1.28,35266560,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnit
CJJD,"China Jo-Jo Drugstores, Inc.",0.9899,13395326.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cjjd
HTHT,"China Lodging Group, Limited",12.42,756427680,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/htht
CHNR,"China Natural Resources, Inc.",7.2,179359200,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/chnr
NKBP,China Nuokang Bio-Pharmaceutical Inc.,4.51,89018380,n/a,2009,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nkbp
CPSL,"China Precision Steel, Inc.",0.432,20115216,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cpsl
CREG,China Recycling Energy Corporation,1.44,62687520,n/a,1996,n/a,n/a,http://www.nasdaq.com/symbol/creg
CPGI,"China Shengda Packaging Group, Inc.",0.8401,32588319.1,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/cpgi
CSUN,"China Sunergy Co., Ltd.",1.52,22570480,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/csun
CNTF,China TechFaith Wireless Communication Technology Limited,1.22,64579480,n/a,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cntf
CTDC,China Technology Development Group Corporation,0.75,16874250,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctdc
CTFO,China TransInfo Technology Corp.,4.75,120032500,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctfo
CVVT,"China Valves Technology, Inc.",1.6,57792000,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cvvt
CXDC,China XD Plastics Company Limited,4.97,236209190,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc
CNYD,"China Yida Holding, Co.",1.08,21137760,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cnyd
CCIH,ChinaCache International Holdings Ltd.,5.39,123587310,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/ccih
CAST,ChinaCast Education Corporation,4.24,207844800,n/a,1994,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cast
CEDU,ChinaEdu Corporation,6.96,124827600,n/a,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cedu
CNET,"ChinaNet Online Holdings, Inc.",0.81,17971470,n/a,1996,Technology,Advertising,http://www.nasdaq.com/symbol/cnet
CHDX,"Chindex International, Inc.",9.05,141451500,n/a,1994,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/chdx
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,12.39,413664930,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/imos
CHSCP,CHS Inc,29.78,365460160,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",61.12,1050102720,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn
CHYR,Chyron Corporation,1.44,24258240,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/chyr
CIEN,CIENA Corporation,13.1,1292315000,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien
DFR,CIFC Corp.,5.95,120517250,n/a,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfr
CIMT,"Cimatron, Limited",4.34,40348980,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/cimt
CINF,Cincinnati Financial Corporation,36.08,5847810320,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf
CIDM,Cinedigm Digital Cinema Corp,1.63,78236740,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cidm
CTAS,Cintas Corporation,38.71,5021964430,n/a,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas
CRUS,"Cirrus Logic, Inc.",26.24,1681879040,n/a,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
CSCO,"Cisco Systems, Inc.",16.505,88894906690,n/a,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco
CTRN,"Citi Trends, Inc.",10.84,162014640,n/a,1995,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
CZNC,Citizens & Northern Corp,17.93,218817720,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
CZWI,"Citizens Community Bancorp, Inc.",6.21,31875930,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
CZFC,Citizens First Corporation,8.26,16263940,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
CIZN,Citizens Holding Company,18.11,87724840,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn
CRBC,"Citizens Republic Bancorp, Inc.",16.89,676461390,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/crbc
CSBC,Citizens South Banking Corporation,5,57530000,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbc
CTXS,"Citrix Systems, Inc.",79.46,14745948420,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,33.47,494720070,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco
CTEL,City Telecom (H.K.) Limited,11.14,429959440,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctel
CWEI,"Clayton Williams Energy, Inc.",65.52,796919760,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cwei
CDTI,"Clean Diesel Technologies, Inc.",2.57,18552830,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdti
CLNE,Clean Energy Fuels Corp.,16.12,1377873120,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne
CLNT,"Cleantech Solutions International, Inc.",4.45,10208300,n/a,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt
CLFD,"Clearfield, Inc.",4.36,53741360,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd
CLRO,ClearOne Communications Inc.,3.92,35644560,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/clro
CLIR,ClearSign Combustion Corporation,7.86,64121880,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clir
CLWR,Clearwire Corporation,1.26,569858940,n/a,2007,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/clwr
CBLI,"Cleveland BioLabs, Inc.",1.61,57174320,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli
CKSW,ClickSoftware Technologies Ltd.,9.08,286310560,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cksw
CSBK,"Clifton Savings Bancorp, Inc.",10.28,268698640,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CLVS,"Clovis Oncology, Inc.",19.31,504550990,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clvs
CME,CME Group Inc.,262.94,17469733600,n/a,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme
CMSB,"CMS Bancorp, Inc.",7.2,13413600,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cmsb
CCNE,CNB Financial Corporation,15.53,191842090,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne
CISG,CNinsure Inc.,6.37,319544680,n/a,2007,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/cisg
COBZ,CoBiz Financial Inc.,6.13,227220710,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
COBR,Cobra Electronics Corporation,4.52,29560800,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cobr
COKE,Coca-Cola Bottling Co. Consolidated,62.25,444527250,n/a,1972,n/a,n/a,http://www.nasdaq.com/symbol/coke
CDXS,"Codexis, Inc.",3.28,117909440,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/cdxs
CVLY,"Codorus Valley Bancorp, Inc",12.96,54056160,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",7.72,49299920,n/a,2005,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Group, Inc.",17.65,810505650,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ccoi
CGNX,Cognex Corporation,36.09,1530901710,n/a,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,61.29,18593915040,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
COGO,"Cogo Group, Inc.",2.26,75845600,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cogo
COHR,"Coherent, Inc.",49.49,1165984400,n/a,1970,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
COHU,"Cohu, Inc.",9.97,240885170,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu
CSTR,"Coinstar, Inc.",60.03,1857688380,n/a,1997,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cstr
CWTR,"Coldwater Creek, Inc.",0.8602,104608922,n/a,1997,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cwtr
CCIX,"Coleman Cable, Inc.",9.06,157807080,n/a,1993,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/ccix
CLCT,"Collectors Universe, Inc.",15.45,125098650,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct
COBK,"Colonial Financial Services, Inc.",12.9,51535500,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cobk
CBAN,"Colony Bankcorp, Inc.",4.27,36034530,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",19.7,778603100,n/a,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb
CBRX,"Columbia Laboratories, Inc.",0.69,60214920,n/a,1988,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbrx
COLM,Columbia Sportswear Company,47.33,1595967600,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,13.65,264728100,n/a,1984,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco
CBMX,CombiMatrix Corporation,1.01,7696200,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cbmx
CBMXW,CombiMatrix Corporation,0.19,209000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbmxw
CMCSA,Comcast Corporation,29.38,61565114260,n/a,1972,n/a,n/a,http://www.nasdaq.com/symbol/cmcsa
CMCSK,Comcast Corporation,29.02,18074120320,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmcsk
CBSH,"Commerce Bancshares, Inc.",40.09,3566526670,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh
CMFB,COMMERCEFIRST BANCORP INC,13.75,25038750,n/a,1983,Finance,Major Banks,http://www.nasdaq.com/symbol/cmfb
CNAF,Commercial National Financial Corporation,25,71525000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnaf
CVGI,"Commercial Vehicle Group, Inc.",10.64,295451520,n/a,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
CTCH,Commtouch Software Ltd.,2.5,60235000,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctch
JCS,"Communications Systems, Inc.",11.71,99136860,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs
CBIN,"Community Bank Shares of Indiana, Inc.",13.01,43687580,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbin
CFFC,Community Financial Corp.,4.032,17587584,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cffc
CPBC,Community Partners Bancorp,6.2,49352000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpbc
CTBI,"Community Trust Bancorp, Inc.",33,509124000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,2.2,13178000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
CVLT,"CommVault Systems, Inc.",52.9,2338285800,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
GNOM,"Complete Genomics, Inc.",1.98,65702340,n/a,2000,n/a,n/a,http://www.nasdaq.com/symbol/gnom
GSJK,"Compressco Partners, L.P.",13.5,124794000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gsjk
CCRT,CompuCredit Holdings Corporation,5.74,138156060,n/a,1999,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ccrt
CGEN,Compugen Ltd.,4.04,140220320,n/a,1981,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",57.18,632582340,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CTGX,"Computer Task Group, Incorporated",13.47,249666450,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctgx
CPWR,Compuware Corporation,8.33,1820679770,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpwr
SCOR,"comScore, Inc.",18.76,636264160,n/a,1980,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/scor
CHCI,"Comstock Homebuilding Companies, Inc.",1.58,27207600,n/a,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,30.41,586730540,n/a,1972,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
COMV,"Comverge, Inc.",1.8,45775800,n/a,2007,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/comv
CMVT,"Comverse Technology, Inc.",6.49,1418577710,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/cmvt
CPTS,"Conceptus, Inc.",17.21,537640400,n/a,1996,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cpts
CNQR,"Concur Technologies, Inc.",62.89,3428699910,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnqr
CCUR,Concurrent Computer Corporation,3.68,33867040,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur
CNMD,CONMED Corporation,27.51,768051690,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",27.23,238044660,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CONN,"Conn&#39;s, Inc.",18,575514000,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",17.83,533366620,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,7.03,102363830,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CTCT,"Constant Contact, Inc.",22.6,683085000,n/a,2007,Technology,Advertising,http://www.nasdaq.com/symbol/ctct
CPSS,"Consumer Portfolio Services, Inc.",1.75,30180500,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CPNO,"Copano Energy, L.L.C.",29.62,2140667020,n/a,2004,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cpno
CPRT,"Copart, Inc.",26.47,3349116750,n/a,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CORT,Corcept Therapeutics Incorporated,4.15,349558650,n/a,1982,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",42.52,481794120,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
COCO,"Corinthian Colleges, Inc.",2.71,230060030,n/a,1999,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/coco
CSOD,"Cornerstone OnDemand, Inc.",18.82,912186580,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csod
CRTX,Cornerstone Therapeutics Inc.,5.96,155103040,n/a,2004,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crtx
CNDO,"Coronado Biosciences, Inc.",7.36,137080000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cndo
CRVL,CorVel Corp.,40.38,458272620,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
COSI,"Cosi, Inc.",0.83,43035500,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi
CPWM,"Cost Plus, Inc.",21.94,490863620,n/a,1996,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/cpwm
CSGP,"CoStar Group, Inc.",70.05,1782492300,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,84.6,36794993400,n/a,1985,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CRRC,Courier Corporation,10.82,132566640,n/a,1972,Consumer Services,Publishing,http://www.nasdaq.com/symbol/crrc
CVTI,"Covenant Transportation Group, Inc.",3.25,40202500,n/a,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
COWN,"Cowen Group, Inc.",2.48,286643360,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/cown
CRAI,"CRA International,Inc.",19.93,211875830,n/a,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",58.22,1338710680,n/a,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",7.67,144541150,n/a,1994,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,11.09,407879110,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,87.99,2254479780,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
CRED,Credo Petroleum Corporation,10.94,109848540,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cred
CREE,"Cree, Inc.",32.07,3723294930,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRFN,"Crescent Financial Bancshares, Inc.",5.71,162078350,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/crfn
CRESW,Cresud S.A.C.I.F. y A.,0.1,18000000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cresw
CRESY,Cresud S.A.C.I.F. y A.,9.59,480996040,n/a,1997,n/a,n/a,http://www.nasdaq.com/symbol/cresy
CXPO,Crimson Exploration Inc.,4.64,209426400,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxpo
CROX,"Crocs, Inc.",17.59,1580268010,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
ATX,Cross (A.T.) Company,10.86,120904380,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/atx
CCRN,"Cross Country Healthcare, Inc.",4.36,136202040,n/a,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn
CRDS,"Crossroads Systems, Inc.",5.4,59464800,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/crds
XTXI,"Crosstex Energy, Inc.",15.28,724119200,n/a,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/xtxi
XTEX,"Crosstex Energy, L.P.",16.4,834153200,n/a,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/xtex
CRWS,"Crown Crafts, Inc.",5.55,53601900,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CRWN,"Crown Media Holdings, Inc.",1.51,543110760,n/a,1983,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn
CRMB,"Crumbs Bake Shop, Inc.",2.75,15141500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crmb
CRMBU,"Crumbs Bake Shop, Inc.",2.67,42720,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crmbu
CRMBW,"Crumbs Bake Shop, Inc.",0.18,982080,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crmbw
CRYP,CryptoLogic Limited,2.53,34962070,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cryp
CSGS,"CSG Systems International, Inc.",16.53,559077660,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CSPI,CSP Inc.,4.45,15236800,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSRE,CSR plc,14.45,718887500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csre
CTCM,"CTC Media, Inc.",10.34,1626688800,n/a,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
CTIB,CTI Industries Corporation,4.85,15544250,n/a,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",19.09,2745390170,n/a,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CBST,"Cubist Pharmaceuticals, Inc.",42.31,2663372190,n/a,1996,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbst
CUI,"CUI Global, Inc.",4.65,48992400,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,6.79,137001830,n/a,2009,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,3.09,396292500,n/a,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",4.94,382909280,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",7.91,110012280,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,11.43,1195692300,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,14.32,84459360,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,10.31,56034850,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBX,"Cyberonics, Inc.",38.95,1072644050,n/a,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx
CYBE,CyberOptics Corporation,8.35,57807050,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYBI,"Cybex International, Inc.",2.07,35438400,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/cybi
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.4698,25476784.2,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",3.16,3833080,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cyccp
CYMI,"Cymer, Inc.",51.61,1590362150,n/a,1996,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cymi
CYNO,"Cynosure, Inc.",21.03,202434780,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CY,Cypress Semiconductor Corporation,13.69,2119869120,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYTK,"Cytokinetics, Incorporated",0.93,67220400,n/a,2004,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CYTX,Cytori Therapeutics Inc,2.44,135017400,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,1.32,5912280,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cytxw
CYTR,CytRx Corporation,0.39,57886530,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DMED,D. Medical Industries Ltd.,0.3399,3675338.7,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/dmed
DAEG,Daegis Inc,1.25,18397500,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg
DJCO,Daily Journal Corp. (S.C.),85,117385000,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",7.54,315586700,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARA,"DARA Biosciences, Inc.",0.92,6681040,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara
DAIO,Data I/O Corporation,2.8,25958800,n/a,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DTLK,Datalink Corporation,10.34,183597040,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DRAM,Dataram Corporation,0.99,10595970,n/a,1984,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DWCH,Datawatch Corporation,11.95,74544100,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
